iter	Logloss
371	0.3416651277
372	0.3415232351
373	0.3414781079
374	0.341371625
375	0.3412321863
376	0.341229099
377	0.3409879681
378	0.3408555444
379	0.3406106138
380	0.3404736391
381	0.3403209506
382	0.3402249737
383	0.3401220496
384	0.3399549578
385	0.3398976311
386	0.3397756404
387	0.3396178317
388	0.3396120626
389	0.3395426042
390	0.3393766739
391	0.3392815539
392	0.339237077
393	0.3390328069
394	0.3389209257
395	0.3387766062
396	0.3387739273
397	0.3386065514
398	0.3384710271
399	0.3383169153
400	0.3381380625
401	0.3380344003
402	0.3379425845
403	0.337868447
404	0.3377814696
405	0.3377115631
406	0.3376982935
407	0.337531447
408	0.3373622514
409	0.3371249811
410	0.3370471371
411	0.336930562
412	0.3368011364
413	0.3366164583
414	0.3364169927
415	0.3363497772
416	0.3362581056
417	0.3360978954
418	0.3359702324
419	0.3358040256
420	0.3357378782
421	0.3356035439
422	0.3354942181
423	0.3353675475
424	0.335243444
425	0.3352222502
426	0.335079997
427	0.3350155007
428	0.3348019897
429	0.3345803661
430	0.3345171698
431	0.3345089458
432	0.3343388872
433	0.3342163722
434	0.334107055
435	0.3338475066
436	0.3336469386
437	0.3335308355
438	0.3334187476
439	0.3332439138
440	0.3331205017
441	0.3329987492
442	0.3328689338
443	0.3327510954
444	0.3327072595
445	0.3325684944
446	0.3325145599
447	0.3323635304
448	0.3320804202
449	0.332017305
450	0.3318777486
451	0.3317136188
452	0.3316191755
453	0.3314836217
454	0.3313751074
455	0.3311698483
456	0.3309913786
457	0.3308826441
458	0.3308091221
459	0.3307443508
460	0.3306762356
461	0.3306370703
462	0.3306165547
463	0.3304985764
464	0.3303651066
465	0.3303015654
466	0.3302613548
467	0.3301417301
468	0.3299547344
469	0.3299355013
470	0.3297529033
471	0.3296839318
472	0.3294926648
473	0.3294130788
474	0.3293784119
475	0.3293406781
476	0.3291314531
477	0.3290384907
478	0.3289628923
479	0.3288613043
480	0.3286751471
481	0.3286129623
482	0.3284960191
483	0.3283960787
484	0.3282419449
485	0.3281368359
486	0.328119495
487	0.3280731066
488	0.3278615918
489	0.327665524
490	0.3274597268
491	0.3274095656
492	0.3272636033
493	0.3269182454
494	0.3269002336
495	0.3267758003
496	0.3266478546
497	0.3265886808
498	0.3264193816
499	0.326349042
500	0.3262516842
501	0.3262382506
502	0.3261718578
503	0.3260426681
504	0.3259823648
505	0.3258591591
506	0.3257255577
507	0.3256535535
508	0.3254941952
509	0.3253775246
510	0.3252169325
511	0.3251153591
512	0.3251151866
513	0.3250149304
514	0.3248939646
515	0.3248166172
516	0.3247003539
517	0.3246088003
518	0.3246081999
519	0.3245435847
520	0.3244416165
521	0.3242847245
522	0.324175582
523	0.3239766478
524	0.3238595551
525	0.3238145049
526	0.3237513023
527	0.3236899941
528	0.3236536467
529	0.3235864826
530	0.3235428402
531	0.3233898949
532	0.3233179864
533	0.323211978
534	0.3229462489
535	0.3229455257
536	0.3227959816
537	0.3227456426
538	0.3225503859
539	0.322521099
540	0.3222692417
541	0.3221591696
542	0.3220416432
543	0.321925672
544	0.3218410451
545	0.3218264596
546	0.3217480642
547	0.321642994
548	0.3214334054
549	0.3212055155
550	0.3210959459
551	0.3210389753
552	0.3210091712
553	0.3208966972
554	0.3207833648
555	0.320689393
556	0.3205681992
557	0.3205536074
558	0.3204378236
559	0.3203585166
560	0.3202976481
561	0.3202091419
562	0.319995366
563	0.3198847575
564	0.3197164268
565	0.319658058
566	0.3196459627
567	0.3195235895
568	0.3194401486
569	0.3193930125
570	0.319314064
571	0.3192237882
572	0.3190522698
573	0.3189965857
574	0.3188592765
575	0.3188126762
576	0.3186924716
577	0.318664377
578	0.3185645779
579	0.3185345691
580	0.3183634697
581	0.318240927
582	0.3181530285
583	0.3179642844
584	0.3178287753
585	0.3177044042
586	0.3176053922
587	0.3174637773
588	0.3173239512
589	0.3172401137
590	0.317176251
591	0.3170785366
592	0.3169375297
593	0.3167543457
594	0.3166487255
595	0.3165911545
596	0.3165160007
597	0.3164756431
598	0.3163841626
599	0.3162979609
600	0.316194423
601	0.3160608857
602	0.3160497711
603	0.3159213626
604	0.3157841722
605	0.3156856529
606	0.3154982706
607	0.3153175386
608	0.3151995336
609	0.315148252
610	0.3151295209
611	0.3150574733
612	0.3149929983
613	0.3149861642
614	0.3149275542
615	0.3148783653
616	0.314802309
617	0.3147903017
618	0.3147355603
619	0.3146656818
620	0.3145750281
621	0.3144251153
622	0.3144119282
623	0.3143988597
624	0.3143634652
625	0.3142062759
626	0.3140568051
627	0.3140480498
628	0.3139638653
629	0.3138940085
630	0.3138180182
631	0.3135366877
632	0.3134126623
633	0.3133090055
634	0.313192596
635	0.3131589459
636	0.3130040034
637	0.3128902877
638	0.3128636715
639	0.3127778759
640	0.3127024705
641	0.3125411889
642	0.312390693
643	0.3123008131
644	0.3121272602
645	0.3120027839
646	0.3119114512
647	0.3118257253
648	0.3117439179
649	0.3117238802
650	0.3116115804
651	0.3114900019
652	0.3113937362
653	0.3112689582
654	0.3112509558
655	0.3112025836
656	0.311052417
657	0.3108044475
658	0.3106309062
659	0.3104541684
660	0.3103014422
661	0.3101957364
662	0.3101105891
663	0.3100626114
664	0.3099956151
665	0.3098987401
666	0.3098445784
667	0.3098045756
668	0.3095754308
669	0.3093887886
670	0.3093271788
671	0.3092768551
672	0.3092136984
673	0.3090939987
674	0.3090748286
675	0.3090024069
676	0.3088315789
677	0.308732769
678	0.3085996612
679	0.3085799564
680	0.3084920934
681	0.3083945418
682	0.3083005159
683	0.3081839121
684	0.3081440054
685	0.308057739
686	0.3079835456
687	0.3078885543
688	0.3078581476
689	0.3076969923
690	0.307547536
691	0.3074450428
692	0.307323631
693	0.3072586915
694	0.3071755093
695	0.307086753
696	0.3070156331
697	0.3069978601
698	0.3068278943
699	0.3066494924
700	0.3065792815
701	0.3064042999
702	0.3062251127
703	0.3061511073
704	0.3059587118
705	0.3057768581
706	0.3056880235
707	0.3055352222
708	0.3054852577
709	0.3053835502
710	0.3052457835
711	0.3051570714
712	0.3050981338
713	0.3050168383
714	0.3049410458
715	0.3047742517
716	0.3046057082
717	0.3045384266
718	0.3044924189
719	0.3044412022
720	0.3043239311
721	0.3042044651
722	0.3039197931
723	0.3038273109
724	0.3038036925
725	0.3035969762
726	0.3034276184
727	0.3032369373
728	0.3031859187
729	0.3031214232
730	0.3030018091
731	0.3027870357
732	0.3027245326
733	0.3027156043
734	0.3026445033
735	0.3024835998
736	0.3024426704
737	0.3023681271
738	0.3022948933
739	0.3021412442
740	0.3021334106
741	0.3020349218
742	0.3019631916
743	0.3019048422
744	0.3016426562
745	0.3015694001
746	0.3013302615
747	0.3012064623
748	0.3010738789
749	0.3009283687
750	0.3008687699
751	0.3006953674
752	0.3006100534
753	0.3004206999
754	0.3002756796
755	0.3002205747
756	0.3001390936
757	0.3000184147
758	0.2999573604
759	0.2998921271
760	0.2998208137
761	0.2997001592
762	0.299638439
763	0.2995610541
764	0.2995126608
765	0.2994322514
766	0.2993458138
767	0.2992178075
768	0.2991221561
769	0.2989654012
770	0.2989616103
771	0.298799833
772	0.2987077014
773	0.2984740492
774	0.2982952334
775	0.2980930453
776	0.2980525298
777	0.2979923754
778	0.2978239338
779	0.2977133178
780	0.2976327143
781	0.2976211843
782	0.2974546381
783	0.297221714
784	0.297168761
785	0.2970936733
786	0.2968115809
787	0.2967748462
788	0.2966152431
789	0.2965628619
790	0.2964159628
791	0.2963206675
792	0.2962265907
793	0.296071381
794	0.296035796
795	0.2958983916
796	0.2958014963
797	0.2956155166
798	0.2955815756
799	0.295479756
800	0.2954519881
801	0.2954469906
802	0.2953985678
803	0.2953360249
804	0.2952189348
805	0.2951834801
806	0.2949576346
807	0.2949159428
808	0.2948511282
809	0.2948077059
810	0.2948033755
811	0.2946782388
812	0.2946011848
813	0.2945596394
814	0.2945017995
815	0.2944257045
816	0.2941833917
817	0.2941320694
818	0.2940188111
819	0.2940156978
820	0.2939811752
821	0.293871821
822	0.2938081228
823	0.2935899857
824	0.2934658253
825	0.2934013715
826	0.2933262677
827	0.2932685392
828	0.2930492391
829	0.2929640191
830	0.2928685301
831	0.292750041
832	0.2926674164
833	0.2926373234
834	0.2925595
835	0.2925173688
836	0.2924731244
837	0.2923141492
838	0.2923002883
839	0.2922598319
840	0.2922244495
841	0.2921105902
842	0.2919901095
843	0.2919524052
844	0.2919086047
845	0.2918450846
846	0.2916606375
847	0.2916141119
848	0.2914642902
849	0.2913907086
850	0.2911582281
851	0.2910450888
852	0.290878363
853	0.2907992683
854	0.2904593989
855	0.2902776112
856	0.2902509325
857	0.290107419
858	0.2898773553
859	0.2897860997
860	0.2896568482
861	0.2896161387
862	0.289579368
863	0.2894505428
864	0.2893563475
865	0.2891901703
866	0.2889472156
867	0.2887845281
868	0.2887590522
869	0.2884801949
870	0.2884404973
871	0.2883914481
872	0.2883476851
873	0.2883208611
874	0.2880708199
875	0.2880099122
876	0.287919604
877	0.2878378649
878	0.2875974182
879	0.2874258116
880	0.2873348821
881	0.2872022716
882	0.2871501696
883	0.2870306942
884	0.2869692111
885	0.286720142
886	0.2866764676
887	0.2864893879
888	0.2864054227
889	0.2863464082
890	0.2863054832
891	0.2862766963
892	0.2861333683
893	0.2860329985
894	0.2857933602
895	0.285697503
896	0.285667937
897	0.2854940132
898	0.2853212639
899	0.285284067
900	0.285197223
901	0.2849620734
902	0.2848444216
903	0.2848183921
904	0.2847170118
905	0.2846741629
906	0.2846111984
907	0.2844865521
908	0.2844366937
909	0.2844338229
910	0.2843452361
911	0.284302428
912	0.2842326043
913	0.2841960597
914	0.2839023907
915	0.2836922734
916	0.28355637
917	0.2834478347
918	0.2833463303
919	0.2833142855
920	0.2832386478
921	0.283130716
922	0.2830012096
923	0.282931711
924	0.2828035516
925	0.2827623932
926	0.2827040386
927	0.2825087188
928	0.2824604143
929	0.2823666629
930	0.2823009502
931	0.2822218338
932	0.2821536821
933	0.2820882391
934	0.2819759086
935	0.2819119719
936	0.2817666228
937	0.2817419491
938	0.2815728955
939	0.2815121466
940	0.2814504708
941	0.2813283174
942	0.2812614101
943	0.2811289152
944	0.28106776
945	0.280879589
946	0.2806848195
947	0.280417218
948	0.2803669828
949	0.2802942059
950	0.2800624631
951	0.2800033548
952	0.2798808696
953	0.279817442
954	0.2797744298
955	0.2796447857
956	0.2795945471
957	0.2795623147
958	0.2794628762
959	0.2794267979
960	0.2793635957
961	0.2792902093
962	0.2792029477
963	0.2791784214
964	0.2790847789
965	0.2790358713
966	0.2789906871
967	0.2788052106
968	0.2787360913
969	0.2786604037
970	0.2786183018
971	0.2785266511
972	0.2784613843
973	0.2783550209
974	0.2783147818
975	0.2782675523
976	0.2780141184
977	0.2779259881
978	0.2777146861
979	0.2776674674
980	0.2776302537
981	0.2776073925
982	0.2775820598
983	0.2775424998
984	0.2773607505
985	0.2773269609
986	0.2772694543
987	0.277053612
988	0.2768843003
989	0.2768224003
990	0.2767707776
991	0.2766182433
992	0.2765482016
993	0.2764681519
994	0.2763626203
995	0.2762842154
996	0.2761411202
997	0.2758994686
998	0.2756856634
999	0.2754849116
